,sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,order_month,order_day_name,order_quarter,product_ID,product_type,product_name,size,colour,price,quantity_y,description
818,818,170,357,94,1,94,867,28597,2021-08-17,2021-09-03,Hunfredo Peyto,Bigender,36,68 Doyle View RdSuite 917,757,Port Davidburgh,Tasmania,Australia,8,Tuesday,3,357,Shirt,Henley,M,orange,92,70,"A orange coloured, M sized, Henley Shirt"
819,819,170,345,109,1,109,867,28597,2021-08-17,2021-09-03,Hunfredo Peyto,Bigender,36,68 Doyle View RdSuite 917,757,Port Davidburgh,Tasmania,Australia,8,Tuesday,3,345,Shirt,Mandarin Collar,XS,violet,108,52,"A violet coloured, XS sized, Mandarin Collar Shirt"
820,820,170,1224,105,2,210,867,28597,2021-08-17,2021-09-03,Hunfredo Peyto,Bigender,36,68 Doyle View RdSuite 917,757,Port Davidburgh,Tasmania,Australia,8,Tuesday,3,1224,Trousers,Pleated,XL,violet,90,65,"A violet coloured, XL sized, Pleated Trousers"
821,821,170,899,94,2,188,867,28597,2021-08-17,2021-09-03,Hunfredo Peyto,Bigender,36,68 Doyle View RdSuite 917,757,Port Davidburgh,Tasmania,Australia,8,Tuesday,3,899,Trousers,Cords,XL,blue,113,65,"A blue coloured, XL sized, Cords Trousers"
822,822,171,520,102,2,204,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,520,Jacket,Windbreaker,XS,violet,109,68,"A violet coloured, XS sized, Windbreaker Jacket"
823,823,171,655,93,1,93,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,655,Jacket,Coach,XS,indigo,115,42,"A indigo coloured, XS sized, Coach Jacket"
824,824,171,812,117,1,117,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,812,Jacket,Shearling,M,orange,95,45,"A orange coloured, M sized, Shearling Jacket"
825,825,171,444,107,3,321,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,444,Jacket,Denim,XL,blue,92,80,"A blue coloured, XL sized, Denim Jacket"
826,826,171,785,91,1,91,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,785,Jacket,Pullover,XS,green,114,70,"A green coloured, XS sized, Pullover Jacket"
827,827,171,85,118,2,236,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,85,Shirt,Flannel,XS,green,96,55,"A green coloured, XS sized, Flannel Shirt"
828,828,171,198,98,2,196,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,198,Shirt,Camp Collared,L,blue,112,56,"A blue coloured, L sized, Camp Collared Shirt"
829,829,171,314,105,2,210,443,19467,2021-09-14,2021-09-16,Melodee Spencley,Bigender,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,9,Tuesday,3,314,Shirt,Cuban Collar,XL,violet,93,44,"A violet coloured, XL sized, Cuban Collar Shirt"
830,830,172,574,100,3,300,224,47514,2021-01-05,2021-01-27,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,1,Tuesday,1,574,Jacket,Bomber,XL,yellow,90,50,"A yellow coloured, XL sized, Bomber Jacket"
831,831,172,413,119,1,119,224,47514,2021-01-05,2021-01-27,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,1,Tuesday,1,413,Shirt,Casual Slim Fit,L,indigo,113,60,"A indigo coloured, L sized, Casual Slim Fit Shirt"
832,832,172,1156,99,2,198,224,47514,2021-01-05,2021-01-27,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,1,Tuesday,1,1156,Trousers,High-Waisted,S,red,98,80,"A red coloured, S sized, High-Waisted Trousers"
833,833,172,683,113,3,339,224,47514,2021-01-05,2021-01-27,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,1,Tuesday,1,683,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket"
834,834,172,706,119,3,357,224,47514,2021-01-05,2021-01-27,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,1,Tuesday,1,706,Jacket,Trench Coat,S,orange,112,41,"A orange coloured, S sized, Trench Coat Jacket"
835,835,172,1245,112,3,336,224,47514,2021-01-05,2021-01-27,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,1,Tuesday,1,1245,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers"
836,836,173,1005,106,2,212,435,30001,2021-06-06,2021-07-01,Aldridge Tesh,Agender,41,1649 Owen JunctionApt. 523,5868,South Tobyton,South Australia,Australia,6,Sunday,2,1005,Trousers,Wool,XS,indigo,111,43,"A indigo coloured, XS sized, Wool Trousers"
837,837,174,1174,99,1,99,497,46769,2021-02-22,2021-03-17,Claudio Archibould,Bigender,31,0487 Jordan TerraceSuite 509,9290,North Aidentown,Northern Territory,Australia,2,Monday,1,1174,Trousers,High-Waisted,XL,green,98,78,"A green coloured, XL sized, High-Waisted Trousers"
838,838,174,634,93,3,279,497,46769,2021-02-22,2021-03-17,Claudio Archibould,Bigender,31,0487 Jordan TerraceSuite 509,9290,North Aidentown,Northern Territory,Australia,2,Monday,1,634,Jacket,Coach,XL,red,115,46,"A red coloured, XL sized, Coach Jacket"
839,839,174,795,91,1,91,497,46769,2021-02-22,2021-03-17,Claudio Archibould,Bigender,31,0487 Jordan TerraceSuite 509,9290,North Aidentown,Northern Territory,Australia,2,Monday,1,795,Jacket,Pullover,XS,indigo,114,78,"A indigo coloured, XS sized, Pullover Jacket"
840,840,175,329,109,1,109,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,329,Shirt,Mandarin Collar,XL,yellow,108,43,"A yellow coloured, XL sized, Mandarin Collar Shirt"
841,841,175,165,91,1,91,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,165,Shirt,Linen,XS,indigo,116,70,"A indigo coloured, XS sized, Linen Shirt"
842,842,175,968,97,3,291,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,968,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers"
843,843,175,1207,105,3,315,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,1207,Trousers,Pleated,M,green,90,41,"A green coloured, M sized, Pleated Trousers"
844,844,175,381,94,3,282,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,381,Shirt,Henley,S,violet,92,43,"A violet coloured, S sized, Henley Shirt"
845,845,175,890,94,3,282,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,890,Trousers,Cords,XS,green,113,50,"A green coloured, XS sized, Cords Trousers"
846,846,175,66,104,1,104,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,66,Shirt,Dress,S,violet,119,69,"A violet coloured, S sized, Dress Shirt"
847,847,175,1052,93,1,93,309,57197,2021-03-22,2021-04-16,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,3,Monday,1,1052,Trousers,Joggers,M,red,94,43,"A red coloured, M sized, Joggers Trousers"
848,848,176,704,119,1,119,574,28185,2021-09-26,2021-10-04,Ranna Paolillo,Polygender,53,1804 Ella HillSuite 318,9400,Zacharybury,Northern Territory,Australia,9,Sunday,3,704,Jacket,Trench Coat,XL,red,112,40,"A red coloured, XL sized, Trench Coat Jacket"
849,849,176,642,93,1,93,574,28185,2021-09-26,2021-10-04,Ranna Paolillo,Polygender,53,1804 Ella HillSuite 318,9400,Zacharybury,Northern Territory,Australia,9,Sunday,3,642,Jacket,Coach,M,yellow,115,48,"A yellow coloured, M sized, Coach Jacket"
850,850,176,124,92,1,92,574,28185,2021-09-26,2021-10-04,Ranna Paolillo,Polygender,53,1804 Ella HillSuite 318,9400,Zacharybury,Northern Territory,Australia,9,Sunday,3,124,Shirt,Denim,XL,green,115,52,"A green coloured, XL sized, Denim Shirt"
851,851,176,24,96,3,288,574,28185,2021-09-26,2021-10-04,Ranna Paolillo,Polygender,53,1804 Ella HillSuite 318,9400,Zacharybury,Northern Territory,Australia,9,Sunday,3,24,Shirt,Oxford Cloth,XL,blue,114,60,"A blue coloured, XL sized, Oxford Cloth Shirt"
852,852,176,1095,115,3,345,574,28185,2021-09-26,2021-10-04,Ranna Paolillo,Polygender,53,1804 Ella HillSuite 318,9400,Zacharybury,Northern Territory,Australia,9,Sunday,3,1095,Trousers,Cropped,XS,yellow,99,41,"A yellow coloured, XS sized, Cropped Trousers"
853,853,176,1028,90,1,90,574,28185,2021-09-26,2021-10-04,Ranna Paolillo,Polygender,53,1804 Ella HillSuite 318,9400,Zacharybury,Northern Territory,Australia,9,Sunday,3,1028,Trousers,Relaxed Leg,L,yellow,95,65,"A yellow coloured, L sized, Relaxed Leg Trousers"
854,854,177,64,104,1,104,315,11314,2021-08-20,2021-09-01,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,8,Friday,3,64,Shirt,Dress,XL,indigo,119,75,"A indigo coloured, XL sized, Dress Shirt"
855,855,177,256,95,1,95,315,11314,2021-08-20,2021-09-01,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,8,Friday,3,256,Shirt,Polo,S,yellow,117,77,"A yellow coloured, S sized, Polo Shirt"
856,856,177,257,95,2,190,315,11314,2021-08-20,2021-09-01,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,8,Friday,3,257,Shirt,Polo,M,yellow,117,52,"A yellow coloured, M sized, Polo Shirt"
857,857,177,207,98,1,98,315,11314,2021-08-20,2021-09-01,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,8,Friday,3,207,Shirt,Camp Collared,M,violet,112,41,"A violet coloured, M sized, Camp Collared Shirt"
858,858,177,976,97,3,291,315,11314,2021-08-20,2021-09-01,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,8,Friday,3,976,Trousers,Slim-Fit,S,violet,119,46,"A violet coloured, S sized, Slim-Fit Trousers"
859,859,177,1059,93,3,279,315,11314,2021-08-20,2021-09-01,Jeff Curness,Genderqueer,49,86 Christiansen HillSuite 955,2395,East Michaelmouth,Australian Capital Territory,Australia,8,Friday,3,1059,Trousers,Joggers,XL,orange,94,44,"A orange coloured, XL sized, Joggers Trousers"
860,860,178,593,100,1,100,236,31542,2021-02-02,2021-02-08,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,2,Tuesday,1,593,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket"
861,861,178,307,105,1,105,236,31542,2021-02-02,2021-02-08,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,2,Tuesday,1,307,Shirt,Cuban Collar,M,indigo,93,58,"A indigo coloured, M sized, Cuban Collar Shirt"
862,862,178,1023,90,1,90,236,31542,2021-02-02,2021-02-08,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,2,Tuesday,1,1023,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
863,863,179,182,98,2,196,161,52081,2021-06-10,2021-06-27,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,6,Thursday,2,182,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt"
864,864,179,700,119,2,238,161,52081,2021-06-10,2021-06-27,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,6,Thursday,2,700,Jacket,Trench Coat,XS,red,112,78,"A red coloured, XS sized, Trench Coat Jacket"
865,865,179,788,91,3,273,161,52081,2021-06-10,2021-06-27,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,6,Thursday,2,788,Jacket,Pullover,L,green,114,72,"A green coloured, L sized, Pullover Jacket"
866,866,179,360,94,2,188,161,52081,2021-06-10,2021-06-27,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,6,Thursday,2,360,Shirt,Henley,XS,yellow,92,42,"A yellow coloured, XS sized, Henley Shirt"
867,867,179,1235,112,1,112,161,52081,2021-06-10,2021-06-27,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,6,Thursday,2,1235,Trousers,Tracksuit Bottoms,XS,yellow,91,76,"A yellow coloured, XS sized, Tracksuit Bottoms Trousers"
868,868,179,449,107,3,321,161,52081,2021-06-10,2021-06-27,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,6,Thursday,2,449,Jacket,Denim,XL,indigo,92,51,"A indigo coloured, XL sized, Denim Jacket"
869,869,180,50,104,3,312,469,14617,2021-05-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,5,Saturday,2,50,Shirt,Dress,XS,green,119,51,"A green coloured, XS sized, Dress Shirt"
870,870,180,1184,99,1,99,469,14617,2021-05-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,5,Saturday,2,1184,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers"
871,871,180,1245,112,1,112,469,14617,2021-05-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,5,Saturday,2,1245,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers"
872,872,180,1058,93,2,186,469,14617,2021-05-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,5,Saturday,2,1058,Trousers,Joggers,L,orange,94,49,"A orange coloured, L sized, Joggers Trousers"
873,873,180,1054,93,1,93,469,14617,2021-05-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,5,Saturday,2,1054,Trousers,Joggers,XL,red,94,58,"A red coloured, XL sized, Joggers Trousers"
874,874,180,272,95,1,95,469,14617,2021-05-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,5,Saturday,2,272,Shirt,Polo,M,indigo,117,62,"A indigo coloured, M sized, Polo Shirt"
875,875,181,463,118,1,118,241,23142,2021-01-29,2021-02-13,Valentine Marley,Bigender,61,31 Aaron WayApt. 752,2728,New Ava,Queensland,Australia,1,Friday,1,463,Jacket,Puffer,L,orange,110,66,"A orange coloured, L sized, Puffer Jacket"
876,876,181,506,102,3,306,241,23142,2021-01-29,2021-02-13,Valentine Marley,Bigender,61,31 Aaron WayApt. 752,2728,New Ava,Queensland,Australia,1,Friday,1,506,Jacket,Windbreaker,S,green,109,65,"A green coloured, S sized, Windbreaker Jacket"
877,877,182,852,113,2,226,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,852,Trousers,Chinos,M,yellow,100,58,"A yellow coloured, M sized, Chinos Trousers"
878,878,182,408,119,2,238,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,408,Shirt,Casual Slim Fit,L,blue,113,75,"A blue coloured, L sized, Casual Slim Fit Shirt"
879,879,182,578,100,2,200,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,578,Jacket,Bomber,L,green,90,78,"A green coloured, L sized, Bomber Jacket"
880,880,182,858,113,3,339,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,858,Trousers,Chinos,L,green,100,77,"A green coloured, L sized, Chinos Trousers"
881,881,182,756,109,1,109,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,756,Jacket,Peacoat,S,blue,102,50,"A blue coloured, S sized, Peacoat Jacket"
882,882,182,525,98,1,98,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,525,Jacket,Leather,XS,red,113,67,"A red coloured, XS sized, Leather Jacket"
883,883,182,792,91,3,273,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,792,Jacket,Pullover,M,blue,114,44,"A blue coloured, M sized, Pullover Jacket"
884,884,182,705,119,2,238,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,705,Jacket,Trench Coat,XS,orange,112,69,"A orange coloured, XS sized, Trench Coat Jacket"
885,885,182,60,104,2,208,461,33720,2021-02-22,2021-03-04,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,2,Monday,1,60,Shirt,Dress,XS,indigo,119,56,"A indigo coloured, XS sized, Dress Shirt"
886,886,183,1192,105,2,210,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,1192,Trousers,Pleated,M,red,90,40,"A red coloured, M sized, Pleated Trousers"
887,887,183,513,102,3,306,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,513,Jacket,Windbreaker,L,blue,109,41,"A blue coloured, L sized, Windbreaker Jacket"
888,888,183,758,109,3,327,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,758,Jacket,Peacoat,L,blue,102,64,"A blue coloured, L sized, Peacoat Jacket"
889,889,183,202,98,1,98,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,202,Shirt,Camp Collared,M,indigo,112,52,"A indigo coloured, M sized, Camp Collared Shirt"
890,890,183,359,94,2,188,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,359,Shirt,Henley,XL,orange,92,52,"A orange coloured, XL sized, Henley Shirt"
891,891,183,300,105,3,315,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,300,Shirt,Cuban Collar,XS,blue,93,56,"A blue coloured, XS sized, Cuban Collar Shirt"
892,892,183,709,119,2,238,715,51587,2021-10-06,2021-10-12,Lindsey McCuthais,Bigender,61,1029 Eva JunctionApt. 767,8927,Port Hunter,Tasmania,Australia,10,Wednesday,4,709,Jacket,Trench Coat,XL,orange,112,71,"A orange coloured, XL sized, Trench Coat Jacket"
893,893,184,31,96,2,192,240,48997,2021-09-15,2021-09-29,Brian Finnes,Genderqueer,25,069 Claire GroveSuite 234,7740,New Codyville,Victoria,Australia,9,Wednesday,3,31,Shirt,Oxford Cloth,S,violet,114,41,"A violet coloured, S sized, Oxford Cloth Shirt"
894,894,184,1100,115,2,230,240,48997,2021-09-15,2021-09-29,Brian Finnes,Genderqueer,25,069 Claire GroveSuite 234,7740,New Codyville,Victoria,Australia,9,Wednesday,3,1100,Trousers,Cropped,XS,green,99,48,"A green coloured, XS sized, Cropped Trousers"
895,895,184,318,109,2,218,240,48997,2021-09-15,2021-09-29,Brian Finnes,Genderqueer,25,069 Claire GroveSuite 234,7740,New Codyville,Victoria,Australia,9,Wednesday,3,318,Shirt,Mandarin Collar,L,red,108,54,"A red coloured, L sized, Mandarin Collar Shirt"
896,896,185,360,94,3,282,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,360,Shirt,Henley,XS,yellow,92,42,"A yellow coloured, XS sized, Henley Shirt"
897,897,185,1145,102,1,102,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,1145,Trousers,Cargo Pants,XS,indigo,106,51,"A indigo coloured, XS sized, Cargo Pants Trousers"
898,898,185,469,118,2,236,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,469,Jacket,Puffer,XL,yellow,110,65,"A yellow coloured, XL sized, Puffer Jacket"
899,899,185,406,119,3,357,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,406,Shirt,Casual Slim Fit,S,blue,113,75,"A blue coloured, S sized, Casual Slim Fit Shirt"
900,900,185,411,119,2,238,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,411,Shirt,Casual Slim Fit,S,indigo,113,65,"A indigo coloured, S sized, Casual Slim Fit Shirt"
901,901,185,249,95,1,95,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,249,Shirt,Polo,XL,red,117,76,"A red coloured, XL sized, Polo Shirt"
902,902,185,55,104,3,312,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,55,Shirt,Dress,XS,blue,119,41,"A blue coloured, XS sized, Dress Shirt"
903,903,185,948,97,2,194,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,948,Trousers,Slim-Fit,L,red,119,80,"A red coloured, L sized, Slim-Fit Trousers"
904,904,185,1057,93,3,279,945,46608,2021-04-06,2021-04-20,Lorilyn Vittet,Non-binary,48,8307 Matthew GroveSuite 475,3606,Stantonmouth,Australian Capital Territory,Australia,4,Tuesday,2,1057,Trousers,Joggers,M,orange,94,52,"A orange coloured, M sized, Joggers Trousers"
905,905,186,316,109,2,218,833,24061,2021-09-26,2021-10-14,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,8559,Jaspermouth,Western Australia,Australia,9,Sunday,3,316,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt"
906,906,186,642,93,2,186,833,24061,2021-09-26,2021-10-14,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,8559,Jaspermouth,Western Australia,Australia,9,Sunday,3,642,Jacket,Coach,M,yellow,115,48,"A yellow coloured, M sized, Coach Jacket"
907,907,186,759,109,2,218,833,24061,2021-09-26,2021-10-14,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,8559,Jaspermouth,Western Australia,Australia,9,Sunday,3,759,Jacket,Peacoat,XL,blue,102,77,"A blue coloured, XL sized, Peacoat Jacket"
908,908,186,1208,105,2,210,833,24061,2021-09-26,2021-10-14,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,8559,Jaspermouth,Western Australia,Australia,9,Sunday,3,1208,Trousers,Pleated,L,green,90,47,"A green coloured, L sized, Pleated Trousers"
909,909,186,617,112,1,112,833,24061,2021-09-26,2021-10-14,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,8559,Jaspermouth,Western Australia,Australia,9,Sunday,3,617,Jacket,Cardigan,M,blue,118,57,"A blue coloured, M sized, Cardigan Jacket"
910,910,186,1038,90,1,90,833,24061,2021-09-26,2021-10-14,Hilliard Papes,Genderqueer,27,2376 Adams SquareSuite 443,8559,Jaspermouth,Western Australia,Australia,9,Sunday,3,1038,Trousers,Relaxed Leg,L,blue,95,61,"A blue coloured, L sized, Relaxed Leg Trousers"
911,911,187,129,92,3,276,401,15167,2021-01-10,2021-01-19,Waylen Swallwell,Non-binary,73,254 Layla AvenueSuite 506,613,Sarahstad,Western Australia,Australia,1,Sunday,1,129,Shirt,Denim,XL,blue,115,73,"A blue coloured, XL sized, Denim Shirt"
912,912,187,95,118,3,354,401,15167,2021-01-10,2021-01-19,Waylen Swallwell,Non-binary,73,254 Layla AvenueSuite 506,613,Sarahstad,Western Australia,Australia,1,Sunday,1,95,Shirt,Flannel,XS,indigo,96,46,"A indigo coloured, XS sized, Flannel Shirt"
913,913,187,66,104,1,104,401,15167,2021-01-10,2021-01-19,Waylen Swallwell,Non-binary,73,254 Layla AvenueSuite 506,613,Sarahstad,Western Australia,Australia,1,Sunday,1,66,Shirt,Dress,S,violet,119,69,"A violet coloured, S sized, Dress Shirt"
914,914,187,644,93,3,279,401,15167,2021-01-10,2021-01-19,Waylen Swallwell,Non-binary,73,254 Layla AvenueSuite 506,613,Sarahstad,Western Australia,Australia,1,Sunday,1,644,Jacket,Coach,XL,yellow,115,68,"A yellow coloured, XL sized, Coach Jacket"
915,915,187,771,91,2,182,401,15167,2021-01-10,2021-01-19,Waylen Swallwell,Non-binary,73,254 Layla AvenueSuite 506,613,Sarahstad,Western Australia,Australia,1,Sunday,1,771,Jacket,Pullover,S,red,114,46,"A red coloured, S sized, Pullover Jacket"
